ObjectId,CDSCode,FederalDistrictID,FederalSchoolID,FederalCharterDistrictID,County,District,School,Charter,CharterNumber,LowGrade,HighGrade,LLMFunding,GlobalID,elementary_eligibility,esser_1_fund,esser_2_fund,mid_high_eligibility,lea,school_district,school_code,school_name,latitude,longitude,grades,operational_status,is_cohort,cohort_grades,is_reopening,near_term_opening_date,barrier_inperson_other,barrier_notes,cohort_services,is_safety_plan,reopening_plan,email_address,school_tot_students,school_inperson,school_distance,school_hybrid,school_cohorts,school_employees,school_employees_onsite,CreationDate,Creator,EditDate,Editor,reopening_date,barrier_inperson,school_district_concat,elem_grade,secondary_grade,summer_offering,summer_offering_all_students,learning_acceleration,academic_intervention,targeted_intervention,enrichment,mental_health_services,wellness_services,extending_20_21,extending_21_22,other_summer_offering,fall_offering,reason_no_summer_offering,other_summer_explain
13,01100170123968,01100170123968,12844,,Alameda,Alameda County Office of Education,COMMUNITY SCHOOL FOR CREATIVE EDUCATION,Y,1284,K,8,275401.0,767934e1-0c85-4416-9517-53e845b7e4d1,Yes,54127.0,279431.0,Yes,Charter,Alameda County Office of Education,01100170123968,COMMUNITY SCHOOL FOR CREATIVE EDUCATION,37.784648,-122.238637,,Distance Learning Only,Yes,,,1628535600000.0,,,Disabilities,No,,adrienneb@communityschoolforcreativeeducation.org,247.0,0.0,247.0,0.0,12.0,22.0,5.0,,,,,,"Limited building space, ventilation, and staffing.",COMMUNITY SCHOOL FOR CREATIVE EDUCATION - Alameda County Office of Education,Yes,No,,,,,,,,,,,,,,
14,01612590126748,01612590126748,13155,,Alameda,Oakland Unified,LPS OAKLAND R AND D CAMPUS,Y,1449,9,12,566429.0,8347fa0a-5081-4625-84b7-68424480f341,Yes,149632.0,615214.0,Yes,Charter,Oakland Unified,01612590126748,LPS OAKLAND R AND D CAMPUS,37.759536,-122.162913,,Distance Learning Only,Yes,,,1618945200000.0,,,Disabilities FosterCare Homeless EnglishLearners TechnologyAccess Disengaged CreditDeficient RiskOfDroppingOut SocialMentalHealthSupport,Yes,"https://www.leadps.org/coronavirus-covid-19-updates-2/
",vcaigoy@leadps.org,488.0,25.0,388.0,75.0,75.0,48.0,25.0,,,,,1629226800000.0,"LPS is currently offering full-time in-person instruction for all twelfth grade and students with disabilities to ensure the safety of our students, employees and community. All day cohorts are also available to our most vulnerable students (English Learners, Students with disabilities, students with attendance concerns and students with limited connectivity).  With vaccines limitations and the choice to get the vaccine LPS will continue to put the safety and well-being of its community at the top.  All students will return to full-time in-person instruction in the Fall. ",LPS OAKLAND R AND D CAMPUS - Oakland Unified,No,Yes,,,,,,,,,,,,,,
15,01611920127696,01611920127696,13351,,Alameda,Hayward Unified,KNOWLEDGE ENLIGHTENS YOU (KEY) ACADEMY,Y,1514,K,8,419968.0,236a35c4-7e7f-405a-b33d-e7426c5ffaec,Yes,113390.0,417631.0,Yes,Charter,Hayward Unified,01611920127696,KNOWLEDGE ENLIGHTENS YOU (KEY) ACADEMY,37.67694,-122.072139,,Hybrid,,,,,,,,Yes,https://www.keyacademycharter.org/apps/pages/index.jsp?uREC_ID=269814&type=d&pREC_ID=1890497,david@keyacademycharter.org,602.0,0.0,298.0,304.0,,47.0,43.0,,,,,1618254000000.0,,KNOWLEDGE ENLIGHTENS YOU (KEY) ACADEMY - Hayward Unified,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,
16,01612590128413,01612590128413,13676,,Alameda,Oakland Unified,ASPIRE COLLEGE ACADEMY,Y,1577,K,5,308488.0,d17873c7-11c3-4a95-ba52-f9d8f82533b6,Yes,100544.0,384246.0,Yes,Charter,Oakland Unified,01612590128413,ASPIRE COLLEGE ACADEMY,37.761272,-122.170905,,Distance Learning Only,Yes,,,1628535600000.0,,,Disabilities FosterCare Homeless EnglishLearners LowIncome TechnologyAccess Disengaged CreditDeficient RiskOfDroppingOut FailingGrades SocialMentalHealthSupport,Yes,https://docs.google.com/document/d/1aCvv7NJlERjQEnWkFVAf0T6p8lSO1uIoLnGazxZ2bQs/edit,miguel.reyes@aspirepublicschools.org,265.0,0.0,265.0,0.0,14.0,36.0,10.0,,,,,,"Aspire is providing supplemental in person learning support for students who have been most disproportionately impacted in their ability to access and progress in the distance learning platform. 

The program will provide for closer touch points to accelerate academic progress and monitor overall student well being.  Aspire is exploring how to expand this offering to more students for the remainder of the school year.",ASPIRE COLLEGE ACADEMY - Oakland Unified,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,,
17,01612590129932,01612590129932,13735,,Alameda,Oakland Unified,EAST BAY INNOVATION ACADEMY,Y,1620,6,12,356506.0,03d3bed9-48e9-4f13-b790-7897e6430440,Yes,32581.0,183950.0,Yes,Charter,Oakland Unified,01612590129932,EAST BAY INNOVATION ACADEMY,37.746172,-122.141218,,Hybrid,,,,,,,,Yes,https://eastbayia.org/covid-19,michelle.cho@eastbayia.org,620.0,0.0,300.0,320.0,,53.0,50.0,,,,,1618254000000.0,,EAST BAY INNOVATION ACADEMY - Oakland Unified,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,,Bridge program for incoming grades
18,01612590129635,01612590129635,13752,,Alameda,Oakland Unified,DOWNTOWN CHARTER ACADEMY,Y,1661,6,8,288980.0,54ea9e5d-46c0-453c-ac43-afcec128f69b,Yes,75564.0,311498.0,Yes,Charter,Oakland Unified,01612590129635,DOWNTOWN CHARTER ACADEMY,37.779542,-122.240277,,Distance Learning Only,Yes,,,1628535600000.0,,,Disabilities FosterCare Homeless EnglishLearners LowIncome TechnologyAccess Disengaged CreditDeficient RiskOfDroppingOut FailingGrades SocialMentalHealthSupport,Yes,https://dca.amethodschools.org/apps/news/show_news.jsp?REC_ID=711996&id=0,gborja@amethodschools.org,313.0,0.0,313.0,0.0,40.0,31.0,14.0,,,,,,"We hope to start in person instruction for 7th and 8th graders in the Fall, and leave the option of distance learning to parents who would like to take it for health reasons. We will wait for guidelines and vaccination developments for students 12 years and younger to determine when it is safe to bring them to campus.",DOWNTOWN CHARTER ACADEMY - Oakland Unified,No,Yes,,,,,,,,,,,,,,
19,01100170131581,01100170131581,13887,,Alameda,Alameda County Office of Education,OAKLAND UNITY MIDDLE,Y,1707,6,8,166754.0,9a005bc7-3fb5-464c-8e70-a218b76ef404,Yes,55874.0,212387.0,Yes,Charter,Alameda County Office of Education,01100170131581,OAKLAND UNITY MIDDLE,37.759123,-122.190946,,Distance Learning Only,No,,,1617908400000.0,,,,Yes,https://drive.google.com/file/d/1lgmlPEDOSEl7Dq1ozrAdgnw556qn9uGy/view,emartinez@unitymiddle.org,146.0,0.0,74.0,72.0,,22.0,19.0,,,,,1618945200000.0,Following Alameda County Health Department Guidelines and CDC.,OAKLAND UNITY MIDDLE - Alameda County Office of Education,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,,
20,01612590132555,01612590132555,13888,,Alameda,Oakland Unified,CONSERVATORY OF VOCAL OR INSTRUMENTAL ARTS HIGH,Y,1745,9,12,57900.0,0d192678-2f83-4feb-8933-9230ca0f3bb2,Yes,11850.0,45384.0,Yes,Charter,Oakland Unified,01612590132555,CONSERVATORY OF VOCAL OR INSTRUMENTAL ARTS HIGH,37.789553,-122.165612,,Hybrid,,,,,,,,Yes,www.covahigh.org,vabad@covaconservatory.org,51.0,10.0,6.0,35.0,,13.0,13.0,,,,,1619463600000.0,,CONSERVATORY OF VOCAL OR INSTRUMENTAL ARTS HIGH - Oakland Unified,No,Yes,,,,,,,,,,,,,,
21,01612590132514,01612590132514,13942,,Alameda,Oakland Unified,FRANCOPHONE CHARTER SCHOOL OF OAKLAND,Y,1708,K,8,152054.0,13f8ca5d-1200-4801-9db3-d22fd7c3b01c,Yes,17974.0,71323.0,Yes,Charter,Oakland Unified,01612590132514,FRANCOPHONE CHARTER SCHOOL OF OAKLAND,37.751364,-122.157294,,Hybrid,,,,,,,,Yes,francophoneschool.org,kennedy@francophoneschool.org,293.0,0.0,100.0,193.0,,34.0,10.0,,,,,1620673200000.0,,FRANCOPHONE CHARTER SCHOOL OF OAKLAND - Oakland Unified,Yes,No,No,,,,,,,,,,,,lack of staff to provide a dual language immersion program in person.,
22,01611920127944,01611920127944,13531,,Alameda,Hayward Unified,SILVER OAK HIGH PUBLIC MONTESSORI CHARTER,Y,1543,9,12,172039.0,ac1b2eaf-1320-416b-8156-d08b9cb91462,Yes,36134.0,148300.0,Yes,Charter,Hayward Unified,01611920127944,SILVER OAK HIGH PUBLIC MONTESSORI CHARTER,37.672093,-122.098035,,Distance Learning Only,Yes,,,1629399600000.0,,,Disabilities EnglishLearners LowIncome Disengaged CreditDeficient FailingGrades SocialMentalHealthSupport,Yes,www.silveroakmontessori.org,elaine@silveroakmontessori.org,209.0,0.0,209.0,0.0,30.0,22.0,10.0,,,,,,The majority of students and families prefer to complete the school year in distance learning.,SILVER OAK HIGH PUBLIC MONTESSORI CHARTER - Hayward Unified,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,,
23,01612596111660,01612596111660,2893,,Alameda,Oakland Unified,OAKLAND CHARTER ACADEMY,Y,14,6,8,251294.0,cd0fd45c-01a8-4b5c-9101-05900e3f6937,Yes,109060.0,393207.0,Yes,Charter,Oakland Unified,01612596111660,OAKLAND CHARTER ACADEMY,37.775131,-122.213009,,Distance Learning Only,Yes,,,1628535600000.0,,,Disabilities FosterCare Homeless EnglishLearners LowIncome TechnologyAccess Disengaged CreditDeficient RiskOfDroppingOut FailingGrades SocialMentalHealthSupport,Yes,https://oca.amethodschools.org/apps/news/show_news.jsp?REC_ID=711995&id=0,gborja@amethodschools.org,245.0,0.0,245.0,0.0,6.0,24.0,6.0,,,,,,"Covid transmission rates in the zip codes we serve are over 10 and 12%, families have expressed that they do not feel safe returning their students to in person learning because they are aware of the high covid rates in the community. ",OAKLAND CHARTER ACADEMY - Oakland Unified,No,Yes,,,,,,,,,,,,,,
24,01100176001788,01100176001788,4257,,Alameda,Alameda County Office of Education,COX ACADEMY,Y,740,P,5,579448.0,f49f52f5-8ee0-4c29-84d6-85c3b48414ca,Yes,202144.0,802240.0,Yes,Charter,Alameda County Office of Education,01100176001788,COX ACADEMY,37.746513,-122.161825,,Distance Learning Only,No,,,1618858800000.0,,,,Yes,https://drive.google.com/file/d/1yHLdf9VHFfq-ZFJq3gXlAlcqYCdwdKCn/view,schari@efcps.net,576.0,185.0,391.0,0.0,,56.0,41.0,,,,,,In-person instruction offered to all groups to the greatest extent possible. Some families choose distance learning only and there are space constraints. We prioritize in-person instruction for targeted groups and full-day instruction for students as that's better for families and students.,COX ACADEMY - Alameda County Office of Education,Yes,No,,,,,,,,,,,,,,
25,01100176002000,01100176002000,4288,,Alameda,Alameda County Office of Education,LAZEAR CHARTER ACADEMY,Y,1464,K,8,487788.0,a03569be-515e-4d0f-b3ff-ee19b0e46386,Yes,154163.0,611819.0,Yes,Charter,Alameda County Office of Education,01100176002000,LAZEAR CHARTER ACADEMY,37.776239,-122.232073,,In-Person,,,,,,,,Yes,https://drive.google.com/file/d/1yHLdf9VHFfq-ZFJq3gXlAlcqYCdwdKCn/view,schari@efcps.net,478.0,270.0,208.0,0.0,,45.0,40.0,,,,,,,LAZEAR CHARTER ACADEMY - Alameda County Office of Education,Yes,No,,,,,,,,,,,,,,
26,01612596113807,01612596113807,5673,,Alameda,Oakland Unified,AMERICAN INDIAN PUBLIC CHARTER,Y,106,6,8,196156.0,b67d2839-8582-4521-93a3-a0651aa54f4b,Yes,40610.0,168633.0,Yes,Charter,Oakland Unified,01612596113807,AMERICAN INDIAN PUBLIC CHARTER,37.800095,-122.265476,,Distance Learning Only,No,,,1618426800000.0,,,,Yes,https://www.aimsk12.org/news?offset=1612243211826&category=COVID-19,marisol.magana@aimsk12.org,239.0,0.0,176.0,63.0,,21.0,21.0,,,,,1619636400000.0,Securing PPE and items needed for a safe reopening. ,AMERICAN INDIAN PUBLIC CHARTER - Oakland Unified,No,Yes,,,,,,,,,,,,,,
27,01611760130534,01611760130534,7479,,Alameda,Fremont Unified,CIRCLE OF INDEPENDENT LEARNING,Y,152,K,12,58593.0,d5895a22-3e47-415e-b40c-aa2135b60ecd,Yes,,,Yes,Charter,Fremont Unified,01611760130534,CIRCLE OF INDEPENDENT LEARNING,37.537962,-121.992069,,Distance Learning Only,No,,,1629313200000.0,,,,Yes,"https://44ac06ed0c44f702-u.edu-newsletters.com/c?sig=b63d6efba443c888&uc=https%253A%2F%2Fdrive.google.com%2Ffile%2Fd%2F1aQeRe8GdCStYkeLPRJRtFpsgAgl8-UWs%2Fview%253Fusp%253Dsharing&nk=NjAxOGE5ZmY1ZTUyOTYzOTM2MjcwNmNmLGJraWxsZ29yZUBmdXNkazEyLm5ldDo6OmY1dmZoNGQ3d3RlcnFhY24.
",swalton@fusdk12.net,395.0,0.0,395.0,0.0,,35.0,5.0,,,,,,No negotiated contract with the teachers union,CIRCLE OF INDEPENDENT LEARNING - Fremont Unified,Yes,Yes,No,,,,,,,,,,,,Students are participating in the District offered services as that is where the MOU with the teachers union is negotiated.,
28,01612596117568,01612596117568,8440,,Alameda,Oakland Unified,ASPIRE MONARCH ACADEMY,Y,252,K,5,437180.0,ca5ad2f4-dc93-4b8f-99c8-ecd0fc7bdd15,Yes,142005.0,562842.0,Yes,Charter,Oakland Unified,01612596117568,ASPIRE MONARCH ACADEMY,37.742304,-122.168332,,Distance Learning Only,Yes,,,1628535600000.0,,,Disabilities FosterCare Homeless EnglishLearners LowIncome TechnologyAccess Disengaged CreditDeficient RiskOfDroppingOut FailingGrades SocialMentalHealthSupport,Yes,https://docs.google.com/document/d/1aCvv7NJlERjQEnWkFVAf0T6p8lSO1uIoLnGazxZ2bQs/edit,miguel.reyes@aspirepublicschools.org,414.0,0.0,414.0,0.0,44.0,45.0,12.0,,,,,,"Aspire is providing supplemental in person learning support for students who have been most disproportionately impacted in their ability to access and progress in the distance learning platform.
 
The program will provide for closer touch points to accelerate academic progress and monitor overall student well being.  Aspire is exploring how to expand this offering to more students for the remainder of the school year.",ASPIRE MONARCH ACADEMY - Oakland Unified,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,,
29,01612596117972,01612596117972,8442,,Alameda,Oakland Unified,NORTH OAKLAND COMMUNITY CHARTER,Y,302,K,8,119966.0,4232d74b-7d37-4b36-8296-180dfb862772,Yes,29118.0,130307.0,Yes,Charter,Oakland Unified,01612596117972,NORTH OAKLAND COMMUNITY CHARTER,37.832839,-122.276241,,Distance Learning Only,Yes,,,1618858800000.0,,Many staff wanted to be fully vaccinated prior to in-person instruction,Disabilities,Yes,https://www.noccs.org/covid,kloker@noccs.org,165.0,0.0,160.0,5.0,5.0,17.0,3.0,,,,,1618858800000.0,Waiting for Alameda county to move to the the Orange Tier. ,NORTH OAKLAND COMMUNITY CHARTER - Oakland Unified,Yes,No,,,,,,,,,,,,,,
30,01611190130609,01611190130609,8673,,Alameda,Alameda Unified,ALAMEDA COMMUNITY LEARNING CENTER,Y,352,6,12,197178.0,fbed2d8c-27ee-4e13-8f4b-1100772e6a00,Yes,0.0,102886.0,Yes,Charter,Alameda Unified,01611190130609,ALAMEDA COMMUNITY LEARNING CENTER,37.779051,-122.287031,,Hybrid,,,,,,,,Yes,www.alamedaclc.org,Samantha.jeandebien@clcschools.org,361.0,0.0,155.0,206.0,,32.0,31.0,,,,,1617908400000.0,,ALAMEDA COMMUNITY LEARNING CENTER - Alameda Unified,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,
31,01611190130625,01611190130625,8674,,Alameda,Alameda Unified,ALTERNATIVES IN ACTION,Y,398,9,12,191791.0,73bf6080-2efe-4034-8e29-e0b641d5f819,Yes,62729.0,248947.0,Yes,Charter,Alameda Unified,01611190130625,ALTERNATIVES IN ACTION,37.764464,-122.195409,,Distance Learning Only,No,,,1623697200000.0,,N/A,,Yes,www.alternativesinaction.org,sthaibinh@alternativesinaction.org,168.0,0.0,168.0,0.0,,25.0,13.0,,,,,,We do not currently have the space or staff to provide in-person instruction safely and in accordance with CDPH/ACOE guidelines.,ALTERNATIVES IN ACTION - Alameda Unified,No,Yes,,,,,,,,,,,,,,
32,01612596118608,01612596118608,8677,,Alameda,Oakland Unified,ASCEND,Y,1443,K,8,510927.0,60cd453b-2122-47a6-b62d-fb46e5f4317e,Yes,151898.0,602831.0,Yes,Charter,Oakland Unified,01612596118608,ASCEND,37.774031,-122.221665,,Distance Learning Only,No,,,1618858800000.0,,,,Yes,https://drive.google.com/file/d/1yHLdf9VHFfq-ZFJq3gXlAlcqYCdwdKCn/view,schari@efcps.net,510.0,190.0,320.0,0.0,,47.0,42.0,,,,,,In-person instruction offered to all groups to the greatest extent possible. Some families choose distance learning only and there are space constraints. We prioritize in-person instruction for targeted groups and full-day instruction for students as that's better for families and students.,ASCEND - Oakland Unified,Yes,No,,,,,,,,,,,,,,
